ID,timestamp,timeInterval,Energy,NodeID,RootNodeID
133640,1769295668.0,86400.0,686,16601,54
133641,1769295668.0,3600.0,1720.345206,16603,54
133642,1769295668.0,86400.0,3439.999999,16603,54
133643,1769299268.0,3600.0,1719.654794,16603,54
133644,1769299268.0,3600.0,3637.321078,10009,54
133645,1769295668.0,3600.0,111,10499,54
133646,1769295668.0,86400.0,223,10499,54
133647,1769295668.0,3600.0,46,10074,54
133648,1769295668.0,86400.0,172,10074,54
133649,1769299268.0,3600.0,4168.308618,10482,54
133650,1769299268.0,3600.0,3779.754107,10006,54
133651,1769299268.0,3600.0,56,10456,7
133652,1769295668.0,86400.0,260,10456,7
133653,1769299268.0,3600.0,48,10453,7
133654,1769295668.0,86400.0,276,10453,7
133655,1769299268.0,3600.0,152.918242,10094,7
133656,1769299268.0,3600.0,597.832172,10012,7
133657,1769295668.0,86400.0,760,10012,7
133658,1769299268.0,3600.0,800.235655,10444,7
133659,1769299268.0,3600.0,119,10604,7
133660,1769295668.0,86400.0,399,10604,7
133661,1769299268.0,3600.0,51,10061,7
133662,1769295668.0,86400.0,278,10061,7
133663,1769299268.0,3600.0,663,10197,7
133664,1769299268.0,3600.0,409,13700,7
133665,1769295668.0,86400.0,560,13700,7
133666,1769299268.0,3600.0,70,10501,7
133667,1769295668.0,86400.0,135,10501,7
133668,1769299268.0,3600.0,160.364179,10052,7
133669,1769299268.0,3600.0,777,15284,56
133670,1769299268.0,3600.0,4116,53,53
133671,1769299268.0,3600.0,35,10282,11
133672,1769299268.0,3600.0,366,10444,11
133673,1769295668.0,86400.0,7034,10444,11
133674,1769299268.0,3600.0,54,13700,11
133675,1769295668.0,86400.0,54,13700,11
133676,1769299268.0,3600.0,169,10376,11
133677,1769299268.0,3600.0,145,10604,11
133678,1769295668.0,86400.0,1275,10604,11
133679,1769299268.0,3600.0,7,10061,11
133680,1769295668.0,86400.0,128,10061,11
133681,1769299268.0,3600.0,57,10352,11
133682,1769299268.0,3600.0,72,10456,9
133683,1769299268.0,3600.0,62,10453,9
133684,1769295668.0,86400.0,352,10453,9
133685,1769299268.0,3600.0,205.898342,10094,9
133686,1769299268.0,3600.0,785.450249,10012,9
133687,1769295668.0,86400.0,997,10012,9
133688,1769299268.0,3600.0,1129.926368,10444,9
133689,1769299268.0,3600.0,156,10604,9
133690,1769295668.0,86400.0,500,10604,9
133691,1769299268.0,3600.0,65,10061,9
133692,1769295668.0,86400.0,353,10061,9
133693,1769299268.0,3600.0,865,10197,9
133694,1769299268.0,3600.0,533,13700,9
133695,1769295668.0,86400.0,732,13700,9
133696,1769299268.0,3600.0,92,10501,9
133697,1769295668.0,86400.0,172,10501,9
133698,1769299268.0,3600.0,214.982255,10052,9
133699,1769299268.0,3600.0,384,10689,54
133700,1769295668.0,86400.0,960,10689,54
133701,1769299268.0,3600.0,471,10036,54
133702,1769302868.0,3600.0,1428,10368,56
133703,1769295668.0,86400.0,5980,10036,54
133704,1769299268.0,3600.0,75,10010,54
133705,1769299268.0,3600.0,942,10368,54
133706,1769299268.0,3600.0,2031.773857,10442,54
133707,1769295668.0,86400.0,13528,10442,54
133708,1769299268.0,3600.0,855,16605,54
133709,1769295668.0,86400.0,855,16605,54
133710,1769299268.0,3600.0,345,10276,54
133711,1769302868.0,3600.0,25,56,56
133712,1769302868.0,3600.0,1432,10074,56
133713,1769302868.0,3600.0,10558.637226,10071,59
133714,1769302868.0,3600.0,322.448395,57,57
133715,1769299268.0,3600.0,23,10376,57
133716,1769299268.0,3600.0,394,15284,60
133717,1769295668.0,86400.0,394,15284,60
133718,1769302868.0,3600.0,2015,55,55
133719,1769302868.0,3600.0,1326,10376,55
133720,1769295668.0,86400.0,5446,10376,55
133721,1769299268.0,3600.0,424,10376,60
133722,1769295668.0,86400.0,825,10376,60
133723,1769302868.0,3600.0,322.096177,7,7
133724,1769302868.0,3600.0,151.081758,10094,7
133725,1769302868.0,3600.0,531.611609,10155,7
133726,1769302868.0,3600.0,36.971476,10149,7
133727,1769302868.0,3600.0,311.167828,10143,7
133728,1769302868.0,3600.0,15.443781,10268,7
133729,1769299268.0,3600.0,720.063018,15284,7
133730,1769302868.0,3600.0,212.936982,15284,7
133731,1769302868.0,3600.0,12.167828,10012,7
133732,1769302868.0,3600.0,827.892206,10009,7
133733,1769302868.0,3600.0,116.764345,10444,7
133734,1769299268.0,3600.0,75.834328,10062,7
133735,1769302868.0,3600.0,139.165672,10062,7
133736,1769299268.0,3600.0,212.948922,10442,7
133737,1769302868.0,3600.0,129.051078,10442,7
133738,1769302868.0,3600.0,909.021393,10376,7
133739,1769302868.0,3600.0,36.635821,10052,7
133740,1769302868.0,3600.0,314.653566,10368,7
133741,1769302868.0,3600.0,271.821393,10042,7
133742,1769302868.0,3600.0,21.995688,10230,7
