ID,timestamp,AccumulatedSystemLoad,AccumulatedSystemPowerIn,Amperage,ChargeAccum,CurrentCapacity,ITMiscStatus,InstantAmperage,IsCharging,MiscStatus,PresentDOD0,RSS,ResScale,StateOfCharge,SystemCurrentIn,SystemVoltageIn,Temperature,VirtualTemperature,Voltage,Watts,CellVoltage2,CellVoltage1,CellVoltage0
1,1766708276.821166,852941,1834697,1055,-820,18,22530,592,1,,13580,91,1000,18,600,13789,3329,3200,3861,15,,,
2,1766708577.0672112,1758203,3643304,823,-889,20,22530,965,1,,13308,86,1000,19,525,12495,3400,3329,3843,0,,,
3,1766709176.647989,3872490,5940047,-945,-901,20,22530,-623,0,,13260,76,1000,19,0,0,3589,3579,3787,0,,,
4,1766709477.4661112,4814250,5940047,-842,-826,17,22528,-791,0,,13553,89,689,16,0,0,3319,3319,3662,0,,,
5,1766709776.777004,5698660,5940047,-172,-756,15,22535,-208,0,,13831,83,1010,16,0,0,3369,3379,3689,0,,,
6,1766710377.285972,6161657,5940047,-576,-719,14,22535,-604,0,,13977,96,872,13,0,0,3119,3059,3636,0,,,
7,1766710730.1498842,6516492,5940047,-31,-691,13,22534,-67,0,,14087,94,962,14,0,0,3050,3059,3695,0,,,
8,1766710977.159594,7103312,9024492,3815,-872,19,22534,3927,1,,13375,104,1000,19,2162,8329,3729,3029,4033,20,,,
9,1766711277.275073,7833869,14215827,3878,-1190,28,22534,3904,1,,12122,82,1000,27,2161,8331,3989,3279,4069,20,,,
10,1766711577.294908,8469219,19406258,3855,-1511,36,22534,3865,1,,10853,79,1000,35,2137,8352,4179,3489,4097,20,,,
11,1766711876.7544413,8875932,22713874,2483,-1718,41,22534,2540,1,,10038,65,1000,41,1307,8614,3750,3559,3976,20,,,
12,1766712177.2814012,9199520,25499161,3004,-1893,46,22534,3041,1,,9347,65,1000,45,1544,8539,3750,3459,4035,20,,,
13,1766712477.280112,9440118,27802185,2505,-2041,50,22534,2544,1,,8767,69,1000,49,1342,8611,3589,3369,4039,20,,,
14,1766712791.772279,9613880,29138626,-13,-2123,52,22534,-8,0,,8444,71,1000,51,0,0,3269,3279,3929,0,,,
15,1766714609.731214,9990950,29456874,-19,-2117,53,22534,-12,0,,8464,107,1000,52,0,0,2389,2389,3889,0,,,
16,1766715776.911005,10810343,29456874,-317,-2054,51,22532,-376,0,,8713,88,1202,50,0,0,2839,2819,3749,0,,,
17,1766719383.222268,11663106,29456874,-114,-1990,50,22534,-168,0,,8966,85,1137,48,0,0,2939,2939,3834,0,,,
18,1766720303.960072,12188182,29456874,-18,-1950,49,22533,-31,0,,9124,75,1132,47,0,0,3200,3209,3836,0,,,
19,1766721321.0985641,12518300,29456874,-12,-1925,48,22532,-8,0,,9222,86,1049,47,0,0,2869,2869,3834,0,,,
20,1766722384.5732832,12905776,29456874,-15,-1896,47,22532,-10,0,,9337,82,1187,46,0,0,2929,2939,3819,0,,,
21,1766724476.9562612,13714597,29456874,-427,-1834,46,22533,-498,0,,9581,82,1243,44,0,0,2939,2919,3784,0,,,
22,1766725076.55793,14177364,29456874,-287,-1799,45,22537,-297,0,,9719,78,1140,43,0,0,3169,3129,3798,0,,,
23,1766725376.9534192,14575661,29456874,-339,-1768,44,22539,-198,0,,9840,77,1319,42,0,0,3179,3179,3796,0,,,
24,1766725676.672872,14995622,29456874,-154,-1737,43,22538,-109,0,,9966,80,1283,41,0,0,3159,3139,3792,0,,,
25,1766726276.3843932,15667888,29456874,-203,-1685,42,22539,-186,0,,10168,82,1242,40,0,0,3069,3069,3788,0,,,
26,1766726596.574994,15943002,29456874,-21,-1664,41,22536,-50,0,,10252,83,1198,40,0,0,3069,3069,3794,0,,,
27,1766727176.954628,16492136,29456874,-300,-1622,39,22537,-296,0,,10574,93,1051,37,0,0,2989,2979,3784,0,,,
28,1766727476.929202,16760361,29456874,-232,-1601,38,22537,-234,0,,10699,93,998,37,0,0,3019,3019,3780,0,,,
29,1766727776.94822,17046270,29456874,-449,-1579,37,22537,-263,0,,10828,92,963,36,0,0,3079,3079,3775,0,,,
30,1766728397.754829,17618766,29456874,-14,-1536,35,22536,-11,0,,11113,90,993,34,0,0,3100,3100,3785,0,,,
31,1766729377.7990098,18460398,29456874,-411,-1471,34,22538,-352,0,,11238,95,1120,33,0,0,2979,2979,3764,0,,,
32,1766729686.723431,18505175,29456874,-46,-1468,33,22538,-30,0,,11483,113,941,32,0,0,2579,2600,3773,0,,,
33,1766737531.16066,19275956,29456874,-18,-1410,32,22539,-19,0,,11626,185,586,31,0,0,1819,1819,3787,0,,,
34,1766744322.6726081,20094762,29456874,-230,-1350,31,22539,-260,0,,11757,186,611,30,0,0,1850,1850,3750,0,,,
35,1766751632.395355,20759291,29456874,-34,-1300,30,22539,-30,0,,11891,193,605,29,0,0,1839,1839,3748,0,,,
36,1766756074.791084,21181343,29456874,-101,-1268,29,22539,-58,0,,12017,194,741,29,0,0,1859,1859,3749,0,,,
37,1766761077.119302,21936386,29456874,-191,-1209,27,22543,-174,0,,12176,130,1183,27,0,0,2419,2400,3730,0,,,
38,1766761677.051929,22568790,29456874,-286,-1160,25,22541,-279,0,,12368,111,1113,25,0,0,2700,2700,3727,0,,,
39,1766761977.1133242,23110699,29456874,-376,-1116,23,22540,-345,0,,12473,106,1058,24,0,0,2829,2800,3742,0,,,
40,1766763183.238131,24143128,29456874,-19,-1036,22,22543,-9,0,,12859,96,1150,22,0,0,2989,2989,3732,0,,,
41,1766763484.954176,24189359,29456874,-12,-1032,21,22543,-8,0,,13142,101,1050,21,0,0,3019,3019,3737,0,,,
42,1766765714.746886,24837790,29456874,-57,-981,20,22541,-64,0,,13018,112,974,21,0,0,2729,2750,3729,0,,,
43,1766767076.598516,25371853,30654664,2228,-1029,23,22543,2231,1,,12755,106,1000,23,695,13930,3000,2739,3934,15,,,
44,1766767466.805213,25676705,33352481,2222,-1199,28,22543,2224,1,,12084,96,1000,27,697,13918,3200,2939,3960,15,,,
45,1766767695.2324982,25968700,35943669,2216,-1362,32,22543,2197,1,,11443,93,1000,32,699,13919,3379,3109,3960,15,,,
46,1766767976.7910943,26618906,38905964,1528,-1532,36,22543,1422,1,,10772,83,1000,36,600,13837,3500,3350,3931,15,,,
47,1766768276.871021,27240941,41057191,1290,-1647,39,22543,1283,1,,10319,71,1000,39,526,13921,3639,3519,3924,15,,,
48,1766768612.153959,27668499,42284685,-19,-1707,41,22541,-17,0,,10083,70,1000,41,0,0,3469,3489,3816,0,,,
49,1766769776.752285,28910330,42284685,-1004,-1612,40,22542,-895,0,,10456,112,1078,38,0,0,2509,2519,3749,0,,,
50,1766770076.788891,29511355,42284685,-342,-1565,38,22529,-355,0,,10640,109,1219,37,0,0,2689,2679,3755,0,,,
51,1766770376.918942,30013963,42284685,-415,-1527,37,22534,-384,0,,10792,104,1092,36,0,0,2909,2900,3760,0,,,
52,1766770676.918182,30536220,42284685,-484,-1487,36,22536,-496,0,,10951,97,1094,34,0,0,3139,3129,3764,0,,,
53,1766770976.689068,31031701,42284685,-334,-1448,35,22541,-321,0,,11102,90,1072,34,0,0,3309,3300,3748,0,,,
54,1766771277.253987,31573055,42284685,-576,-1407,34,22530,-477,0,,11266,86,1085,32,0,0,3409,3409,3756,0,,,
55,1766771576.544414,32173876,42284685,-513,-1360,32,22535,-456,0,,11449,95,1123,31,0,0,3209,3209,3742,0,,,
56,1766771876.464889,32680451,42284685,-432,-1321,31,22536,-386,0,,11604,88,1103,30,0,0,3309,3309,3745,0,,,
57,1766772476.6119113,33392056,42284685,-265,-1266,30,22539,-245,0,,11822,86,948,29,0,0,3309,3309,3754,0,,,
58,1766773076.744422,33836149,42284685,-278,-1231,29,22537,-271,0,,11957,86,939,28,0,0,3300,3300,3755,0,,,
59,1766773410.491069,33981603,42284685,-23,-1220,28,22538,-66,0,,12001,92,1017,28,0,0,3129,3129,3755,0,,,
60,1766773976.953508,34583675,42284685,-284,-1173,27,22542,-247,0,,12186,96,1121,26,0,0,3079,3079,3728,0,,,
61,1766774576.905873,35128716,42284685,-83,-1131,26,22541,-50,0,,12353,107,946,26,0,0,2869,2879,3712,0,,,
62,1766774872.745163,35369177,42284685,-16,-1112,25,22541,-17,0,,12426,107,1052,25,0,0,2879,2879,3680,0,,,
63,1766777577.1737733,36145769,42284685,-264,-1052,24,22543,-220,0,,12664,107,1119,24,0,0,2839,2829,3714,0,,,
64,1766777876.6478322,36450725,42284685,-294,-1028,23,22541,-240,0,,12758,104,1082,23,0,0,2869,2889,3731,0,,,
65,1766778777.2925842,37221939,42284685,-211,-968,22,22543,-242,0,,12994,112,1013,21,0,0,2839,2850,3714,0,,,
66,1766779076.9474921,37487661,42284685,-297,-947,21,22543,-377,0,,13076,114,1043,21,0,0,2850,2850,3703,0,,,
67,1766779976.9598942,38225805,42284685,-320,-890,20,22543,-395,0,,13304,131,1021,19,0,0,2659,2659,3668,0,,,
68,1766780276.9490309,38548200,42284685,-226,-864,19,22543,-253,0,,13404,138,1141,19,0,0,2589,2589,3669,0,,,
69,1766780576.9513302,38843310,42284685,-618,-841,16,22543,-342,0,,13971,134,981,15,0,0,2550,2550,3675,0,,,
70,1766780877.2014432,39153346,42284685,-207,-816,14,22541,-114,0,,14044,131,1041,14,0,0,2589,2589,3667,0,,,
71,1766781176.934135,39407654,42284685,-175,-796,13,22542,-141,0,,14163,134,952,13,0,0,2579,2589,3646,0,,,
72,1766781477.042069,39766575,44682093,3732,-938,21,22543,3779,1,,13113,136,1000,21,2173,8134,3229,2559,4076,20,,,
73,1766781776.6881151,40347758,48056034,-518,-1134,26,22543,-521,0,,12339,108,1000,26,0,0,2839,2850,3783,0,,,
74,1766782376.680942,40914235,48056034,-287,-1091,25,22543,-243,0,,12511,120,411,25,0,0,2619,2619,3741,0,,,
75,1766782677.28491,41187662,48056034,-290,-1069,24,22541,-288,0,,12596,118,720,24,0,0,2619,2619,3726,0,,,
76,1766783577.340878,42034728,48056034,-286,-1003,23,22541,-291,0,,12855,108,847,22,0,0,2850,2850,3717,0,,,
77,1766783877.3077981,42460778,48056034,-866,-970,21,22543,-971,0,,12987,113,1016,20,0,0,2839,2829,3684,0,,,
78,1766784477.2592082,43147321,48056034,-263,-916,20,22541,-259,0,,13199,120,946,20,0,0,2809,2809,3691,0,,,
79,1766784777.191313,43460112,48056034,-182,-892,19,22543,-192,0,,13295,123,970,19,0,0,2789,2789,3705,0,,,
80,1766785376.949284,44104367,48056034,-246,-841,18,22543,-192,0,,13494,122,1091,18,0,0,2829,2819,3692,0,,,
81,1766785676.95441,44412742,48056034,-422,-817,17,22542,-281,0,,13590,119,1080,17,0,0,2829,2829,3684,0,,,
82,1766786276.8992372,45083545,48056034,-316,-764,15,22543,-333,0,,13799,114,1343,16,0,0,2919,2909,3663,0,,,
83,1766786871.735605,45705251,48056034,-17,-715,14,22540,-9,0,,13992,107,1319,15,0,0,2989,2989,3683,0,,,
84,1766792019.542453,46690579,48056034,-15,-637,13,22540,-9,0,,14298,103,1009,13,0,0,3100,3100,3678,0,,,
85,1766792967.689878,46953694,48056034,-28,-616,8,22542,-15,0,,15068,156,748,8,0,0,2959,2959,3679,0,,,
86,1766793225.21248,47005112,48056034,-15,-612,7,22542,-17,0,,15229,166,681,7,0,0,2929,2929,3677,0,,,
87,1766793476.58864,47408004,50964925,3680,-793,17,22542,3719,1,,13686,112,1000,17,2124,8253,3679,2989,4019,20,,,
88,1766793809.798654,47826386,53874949,-17,-971,22,22542,-22,0,,12982,91,1000,22,0,0,3229,3239,3786,0,,,
89,1766794076.9554992,48109338,53874949,-261,-949,21,22543,-309,0,,13068,113,1000,21,0,0,2859,2869,3734,0,,,
90,1766794677.121561,48799298,53874949,-408,-896,19,22541,-286,0,,13280,139,742,19,0,0,2539,2539,3698,0,,,
91,1766795276.9343462,49249988,53874949,-63,-860,18,22542,-79,0,,13420,169,673,19,0,0,2329,2329,3730,0,,,
92,1766796477.204643,50019516,53874949,-257,-800,17,22541,-240,0,,13658,174,894,16,0,0,2289,2289,3613,0,,,
93,1766797377.174046,50829447,56953820,-269,-958,21,22542,-322,0,,13034,115,1000,21,0,0,2800,2809,3740,0,,,
94,1766798276.997222,51273948,56953820,-111,-924,20,22542,-66,0,,13170,113,1000,20,0,0,2909,2909,3734,0,,,
95,1766799777.220966,51923792,56953820,-18,-873,19,22541,-9,0,,13368,118,661,19,0,0,2900,2889,3723,0,,,
96,1766802299.1344972,52344819,56953820,-122,-841,17,22543,-142,0,,13496,138,731,18,0,0,2589,2569,3730,0,,,
97,1766807296.7199821,53507181,56953820,-11,-751,16,22541,-7,0,,13851,106,971,16,0,0,3019,3029,3695,0,,,
98,1766809077.222122,53890017,56953820,-216,-721,15,22542,-196,0,,13970,123,1150,14,0,0,2739,2729,3664,0,,,
99,1766810276.4328952,54342056,56953820,-20,-685,14,22543,-12,0,,14110,105,1157,14,0,0,3000,3000,3670,0,,,
100,1766812377.150362,55014467,56953820,-262,-632,13,22543,-273,0,,14319,114,1056,13,0,0,2950,2939,3660,0,,,
101,1766812977.2178721,55387399,56953820,-592,-603,12,22543,-481,0,,14435,136,984,12,0,0,2709,2729,3674,0,,,
102,1766813577.125205,55985883,56953820,-271,-555,9,22541,-269,0,,14877,163,1007,9,0,0,2789,2789,3628,0,,,
103,1766814457.921864,56245041,56953820,-113,-534,7,22541,-408,0,,15237,179,897,6,0,0,2829,2829,3633,0,,,
104,1766814659.833729,56300000,56953820,-23,-530,6,22541,-19,0,,15405,285,567,5,0,0,2339,2339,3670,0,,,
105,1766828087.6923633,57556817,56953820,-39,-434,5,23566,-34,0,,15522,482,331,5,0,0,1850,1839,3647,0,,,
106,1766846291.834162,58886055,56953820,-14,-331,4,23564,-10,0,,15627,430,608,4,0,0,2109,2089,3621,0,,,
107,1766846890.1356149,59228875,60041862,4002,-521,10,23564,4008,1,,14880,214,1000,9,2125,8273,3239,2479,4062,20,,,
108,1766847177.266448,59827091,65801698,3926,-886,19,23564,3911,1,,13442,122,1000,19,2125,8263,3569,2879,4083,20,,,
109,1766847477.2962031,60295893,70725301,3741,-1201,27,23565,3745,1,,12197,97,1000,27,1981,8325,3779,3109,4097,20,,,
110,1766847777.333951,60680791,73527862,-242,-1371,32,23565,-188,0,,11528,96,1000,31,0,0,3119,3139,3829,0,,,
111,1766851077.2466402,61163557,73527862,-259,-1335,31,23566,-317,0,,11672,103,1000,30,0,0,2889,2900,3778,0,,,
112,1766853777.124304,62142191,78259833,3675,-1598,37,23565,3680,1,,10633,101,1000,37,2022,8328,3600,2950,4120,20,,,
113,1766854106.416928,62553518,82290067,-49,-1851,45,23565,-26,0,,9636,71,1000,44,0,0,3350,3319,3935,0,,,
114,1766857420.661771,63186958,82290067,-16,-1804,44,23565,-12,0,,9823,93,839,43,0,0,2709,2700,3833,0,,,
115,1766859598.716333,63676044,82290067,-15,-1766,43,23567,-8,0,,9971,96,892,42,0,0,2700,2700,3809,0,,,
116,1766860977.1076791,64359889,82290067,-260,-1714,42,23564,-244,0,,10175,106,932,40,0,0,2469,2479,3750,0,,,
117,1766861577.198532,64755835,82290067,-35,-1684,41,23567,-27,0,,10294,107,1102,40,0,0,2519,2509,3801,0,,,
118,1766862477.1618931,65298967,82290067,-49,-1643,40,23565,-47,0,,10458,108,980,39,0,0,2659,2659,3799,0,,,
119,1766863377.16896,65729581,82290067,-291,-1610,39,23567,-282,0,,10586,119,962,38,0,0,2479,2479,3773,0,,,
120,1766864277.141015,66233667,82290067,-162,-1572,38,23567,-146,0,,10738,112,1064,37,0,0,2689,2689,3786,0,,,
121,1766864577.187285,66485202,82290067,-354,-1552,37,23564,-339,0,,10815,114,970,36,0,0,2679,2679,3753,0,,,
122,1766864877.1862361,66980949,82290067,-389,-1514,36,23566,-336,0,,10965,110,1141,35,0,0,2789,2789,3758,0,,,
123,1766865318.2748542,67316501,82290067,-164,-1488,35,23565,-152,0,,11066,109,1056,34,0,0,2789,2800,3760,0,,,
124,1766867278.091302,67972515,82290067,-12,-1439,34,23567,-11,0,,11262,108,890,33,0,0,2789,2789,3788,0,,,
125,1766867898.1995811,68354737,82290067,-104,-1409,33,23567,-133,0,,11378,104,885,32,0,0,2939,2939,3771,0,,,
126,1766868521.933209,68664740,82290067,-15,-1386,32,23567,-8,0,,11471,110,1015,32,0,0,2819,2819,3765,0,,,
127,1766869160.207842,69045173,82290067,-65,-1356,31,23553,-32,0,,11587,106,1017,31,0,0,2839,2850,3781,0,,,
128,1766870581.794848,69903537,82290067,-434,-1290,30,23554,-328,0,,11848,108,946,29,0,0,2779,2779,3746,0,,,
129,1766870984.685522,70103869,82290067,-15,-1275,29,23553,-33,0,,11908,105,968,29,0,0,2850,2850,3756,0,,,
130,1766871489.217719,70539128,82290067,-77,-1241,28,23552,-104,0,,12042,101,949,27,0,0,2959,2950,3736,0,,,
131,1766872076.959716,71239924,82290067,-258,-1186,27,23554,-304,0,,12257,98,933,26,0,0,3079,3069,3733,0,,,
132,1766872377.050138,71567168,82290067,-225,-1161,26,23554,-296,0,,12358,97,954,25,0,0,3100,3100,3716,0,,,
133,1766872976.960329,72200309,82290067,-366,-1111,24,23553,-288,0,,12552,97,1001,24,0,0,3069,3069,3701,0,,,
134,1766873876.8672512,73229159,82290067,-398,-1031,23,23554,-334,0,,12869,95,1110,22,0,0,3109,3119,3706,0,,,
135,1766874176.9555202,73596396,82290067,-424,-1002,22,23552,-537,0,,12982,96,1073,21,0,0,3169,3169,3669,0,,,
136,1766874476.9840221,73964195,82290067,-359,-974,21,23553,-326,0,,13095,100,989,21,0,0,3139,3139,3719,0,,,
137,1766874776.955261,74351050,82290067,-306,-944,20,23554,-299,0,,13214,98,1063,20,0,0,3219,3219,3676,0,,,
138,1766875162.600209,74533287,82290067,-17,-929,19,23555,-12,0,,13270,106,991,20,0,0,3059,3069,3723,0,,,
139,1766877176.699134,75164520,82290067,-385,-880,18,23554,-425,0,,13532,99,901,18,0,0,3219,3219,3691,0,,,
140,1766877503.6629472,75362857,82290067,-26,-865,17,23553,-73,0,,13474,98,943,18,0,0,3259,3250,3707,0,,,
141,1766879577.125718,75947884,82290067,-279,-820,16,23553,-195,0,,13734,123,872,15,0,0,2779,2789,3619,0,,,
142,1766880177.32689,76294112,82290067,-125,-793,15,23554,-114,0,,13920,116,853,15,0,0,2850,2850,3707,0,,,
143,1766880777.017707,76639983,82290067,-226,-765,14,23555,-201,0,,14068,124,856,14,0,0,2679,2689,3640,0,,,
144,1766881376.9384189,77112316,82290067,-59,-728,13,23555,-49,0,,14261,130,1042,13,0,0,2669,2659,3677,0,,,
145,1766882348.552685,77300701,82290067,-16,-713,12,23555,-31,0,,14496,145,846,11,0,0,2689,2679,3681,0,,,
146,1766882348.552992,77322893,82290067,-14,-711,11,23555,-12,0,,14539,134,913,11,0,0,2859,2839,3690,0,,,
147,1766883476.4885268,78028030,82290067,-314,-656,10,23555,-348,0,,14794,124,875,9,0,0,3139,3139,3646,0,,,
148,1766883776.56073,78261806,82290067,-54,-637,8,23555,-56,0,,14966,137,795,8,0,0,3079,3079,3639,0,,,
149,1766884112.467175,78299971,82290067,-17,-634,7,23555,-56,0,,15200,148,717,7,0,0,3089,3079,3658,0,,,
150,1766884430.4712,78349841,82290067,-55,-630,6,23555,-60,0,,15215,141,753,6,0,0,3159,3159,3676,0,,,
151,1766885877.256441,78921276,82963985,4028,-635,12,23555,4036,1,,14429,112,1000,12,2175,8277,3609,3069,3947,20,,,
152,1766886179.779819,79059399,83576199,-45,-670,13,23555,-151,0,,14292,109,1000,13,0,0,3000,3000,3699,0,,,
153,1766887977.173172,79663895,83576199,-285,-622,12,23555,-336,0,,14479,120,916,12,0,0,2979,2979,3657,0,,,
154,1766890787.398085,80021038,83576199,-15,-595,11,23555,-37,0,,14588,129,805,11,0,0,2950,2950,3677,0,,,
155,1766892431.4813051,80425349,83576199,-14,-563,10,23553,-33,0,,14714,135,936,10,0,0,2969,2959,3674,0,,,
156,1766894879.87356,80875585,83576199,-158,-528,9,23554,-81,0,,14850,172,679,9,0,0,2689,2689,3675,0,,,
157,1766898812.0314941,81447648,83576199,-13,-484,8,23555,-8,0,,15025,185,755,8,0,0,2689,2689,3672,0,,,
158,1766899676.970344,81729974,83576199,-328,-462,7,23555,-170,0,,15112,186,804,7,0,0,2739,2729,3664,0,,,
159,1766900452.644829,82080481,83576199,-31,-434,6,23554,-25,0,,15222,200,1093,7,0,0,2650,2650,3654,0,,,
160,1766907719.883451,82918780,83576199,-11,-369,5,23555,-6,0,,15541,496,404,5,0,0,1829,1829,3652,0,,,
161,1766913506.123733,83511077,83576199,-8,-323,4,23555,-5,0,,15649,570,329,4,0,0,1819,1819,3624,0,,,
162,1766917396.350413,83984248,83576199,-173,-286,3,53251,-142,0,,15814,730,247,3,0,0,1850,1850,3548,0,,,
163,1766922201.265734,84501871,83576199,-32,-245,2,21507,-31,0,,15965,973,193,2,0,0,1859,1859,3446,0,,,
164,1766929808.606044,524828,2923998,3993,-424,7,38915,4003,1,,15225,273,1000,7,2175,8269,3069,2319,4064,20,,,
165,1766930102.937607,1535851,10090313,3601,-849,18,38912,3610,1,,13547,120,1000,18,2078,8318,3489,2859,4064,20,,,
166,1766930402.658842,2405557,15197621,3685,-1150,26,38912,3656,1,,12360,93,1000,26,2175,8256,3859,3219,4075,20,,,
167,1766930699.180393,3250033,20545029,-351,-1470,34,38912,-268,0,,11102,84,1000,34,0,0,4139,3529,3940,0,,,
168,1766931602.638072,4262550,20545029,-240,-1393,33,38915,-254,0,,11405,107,255,32,0,0,2879,2869,3784,0,,,
169,1766932202.895555,4902541,20545029,-358,-1344,32,38915,-348,0,,11598,108,471,31,0,0,2800,2800,3771,0,,,
170,1766932502.6671352,5208883,20545029,-287,-1321,31,38915,-280,0,,11690,109,490,30,0,0,2759,2759,3769,0,,,
171,1766933102.118062,5822201,20545029,-368,-1273,30,38915,-372,0,,11876,113,538,29,0,0,2679,2689,3760,0,,,
172,1766933402.659172,6121606,20545029,-324,-1250,29,38913,-357,0,,11967,108,611,28,0,0,2789,2779,3740,0,,,
173,1766933702.68118,6548477,20545029,-363,-1217,28,38915,-324,0,,12097,98,618,27,0,0,3050,3029,3751,0,,,
174,1766934002.978918,6863977,20545029,-295,-1193,27,38915,-254,0,,12193,99,575,27,0,0,3029,3029,3749,0,,,
175,1766934602.861577,7474787,20545029,-283,-1146,26,38915,-310,0,,12379,105,538,25,0,0,2919,2919,3740,0,,,
176,1766935202.7777672,8089752,20545029,-335,-1098,25,38915,-343,0,,12567,107,645,24,0,0,2850,2850,3729,0,,,
177,1766935502.25526,8401512,20545029,-16,-1074,24,38914,-8,0,,12662,108,833,24,0,0,2809,2809,3740,0,,,
178,1766938217.586763,8971037,20545029,-38,-1030,23,38913,-11,0,,12836,103,752,22,0,0,2950,2939,3698,0,,,
179,1766941322.8909721,9395260,20545029,-17,-997,22,38912,-17,0,,12964,100,703,22,0,0,3050,3050,3742,0,,,
180,1766941819.422069,9593780,20545029,-372,-982,21,38914,-319,0,,13025,111,890,20,0,0,2889,2889,3657,0,,,
181,1766942108.748563,9984468,20545029,-85,-951,20,38912,-154,0,,13146,122,905,20,0,0,2750,2750,3707,0,,,
182,1766945135.777393,10652064,20545029,-14,-900,19,38912,-15,0,,13349,120,810,19,0,0,2850,2839,3730,0,,,
183,1766946344.182179,11026297,20545029,-15,-871,18,38914,-16,0,,13463,128,843,18,0,0,2739,2729,3717,0,,,
184,1766947802.100099,11623894,20545029,-391,-824,17,38913,-421,0,,13648,126,931,16,0,0,2719,2729,3645,0,,,
185,1766948102.645224,12124388,23942639,3776,-1031,23,38914,3815,1,,12830,112,1000,22,2174,8289,3469,2809,4078,20,,,
186,1766948402.7543411,12836960,28861200,3702,-1329,31,38914,3709,1,,11657,95,1000,30,2112,8260,3709,3119,4067,20,,,
187,1766948702.640743,13518458,33797000,3617,-1629,38,38914,3624,1,,10474,90,1000,38,2034,8316,3779,3169,4113,20,,,
188,1766949002.602471,13986153,36743223,-236,-1804,43,38914,-202,0,,9786,69,1000,42,0,0,3400,3409,3886,0,,,
189,1766951402.168118,15070358,36743223,-127,-1722,42,38914,-85,0,,10110,99,892,41,0,0,2639,2639,3812,0,,,
190,1766952602.6673071,15569225,36743223,-53,-1684,41,38912,-37,0,,10259,103,865,40,0,0,2579,2569,3810,0,,,
191,1766953201.808187,16064904,36743223,-660,-1645,40,38913,-603,0,,10410,98,1001,38,0,0,2859,2850,3718,0,,,
192,1766953502.9868102,16407952,36743223,-138,-1619,39,38913,-126,0,,10512,98,917,38,0,0,2939,2939,3801,0,,,
193,1766954402.616663,16912550,36743223,-107,-1581,38,38913,-87,0,,10663,117,737,37,0,0,2519,2529,3803,0,,,
194,1766955302.099431,17531842,36743223,-210,-1534,37,38912,-304,0,,10850,116,1056,35,0,0,2659,2650,3773,0,,,
195,1766955902.650464,18036136,36743223,-282,-1495,36,38914,-329,0,,11003,108,1025,34,0,0,2850,2839,3767,0,,,
196,1766956202.647293,18295088,36743223,-280,-1475,35,38912,-252,0,,11081,105,991,34,0,0,2869,2869,3755,0,,,
197,1766959047.1678882,18686358,36743223,-16,-1446,34,38915,-10,0,,11197,96,777,33,0,0,3100,3100,3788,0,,,
198,1766960736.956399,19252281,36743223,-13,-1402,33,38915,-10,0,,11368,113,838,32,0,0,2700,2700,3786,0,,,
199,1766961318.315895,19630144,36743223,-34,-1373,32,38915,-64,0,,11484,119,1016,32,0,0,2600,2609,3758,0,,,
200,1766962502.9352841,20318189,36743223,-13,-1320,31,38915,-10,0,,11692,102,910,30,0,0,2900,2900,3772,0,,,
201,1766963701.7658758,20931416,36743223,-405,-1273,29,38912,-455,0,,11878,96,915,28,0,0,3069,3059,3739,0,,,
202,1766964602.456872,21682618,36743223,-341,-1215,28,38913,-260,0,,12106,107,789,27,0,0,2839,2839,3741,0,,,
203,1766965202.716909,22177222,36743223,-264,-1177,27,38913,-240,0,,12257,110,886,26,0,0,2819,2819,3732,0,,,
204,1766966492.341536,22465850,36743223,-18,-1154,26,38915,-22,0,,12345,121,953,26,0,0,2619,2609,3747,0,,,
205,1766968807.974824,23163072,36743223,-42,-1100,25,38915,-31,0,,12558,104,957,24,0,0,2909,2909,3734,0,,,
206,1766971174.0584981,23459996,36743223,-12,-1078,24,38913,-7,0,,12647,110,849,24,0,0,2769,2769,3746,0,,,
207,1766975478.857254,24001647,36743223,-207,-1036,23,38913,-225,0,,12810,129,928,23,0,0,2489,2469,3743,0,,,
208,1766979087.5858622,24365154,36743223,-21,-1009,22,38913,-10,0,,12918,86,1255,22,0,0,3339,3339,3729,0,,,
209,1766982452.048089,24902957,36743223,-11,-968,21,38913,-13,0,,13081,101,802,21,0,0,3109,3100,3734,0,,,
210,1766987307.915316,25314583,36743223,-47,-936,20,38913,-28,0,,13205,98,803,20,0,0,3209,3200,3732,0,,,
211,1766988430.406508,25663151,36743223,-11,-909,19,38913,-7,0,,13312,115,735,19,0,0,2869,2919,3727,0,,,
212,1766993928.3312602,26042378,36743223,-42,-880,18,38914,-32,0,,13618,280,368,18,0,0,1800,1800,3701,0,,,
213,1767000133.890212,26495061,36743223,-35,-846,17,38914,-23,0,,13764,286,428,17,0,0,1779,1779,3723,0,,,
214,1767004041.1668792,26796786,36743223,-33,-823,16,38914,-35,0,,13878,281,512,16,0,0,1789,1789,3708,0,,,
215,1767011257.841701,27300929,36743223,-13,-785,15,38914,-7,0,,14021,269,586,15,0,0,1819,1819,3711,0,,,
216,1767017023.728036,27684394,36743223,-14,-756,14,38914,-20,0,,14145,275,564,14,0,0,1809,1809,3709,0,,,
217,1767018302.3190942,28057764,36743223,-174,-726,12,38913,-148,0,,14251,172,1051,12,0,0,2329,2309,3644,0,,,
